year,team,year_team,seed,Finish,First_Rd,Second_Rd,Sweet_Sixteen,Elite_Eight,Final_Four,Championship,Pts,AdjEM,AdjO,AdjD,AdjT,Luck,Seas_PPG,Seas_Succ_3PT,Seas_3PT_Per,Seas_FT_Succ,Seas_3PT_Rate,Seas_Off_Rebound_Per,Seas_Def_Rebound_Per,Seas_Turnovers,Seas_Fouls,Seas_Opp_PPG,Seas_Opp_3PT_Succ,Seas_Opp_3PT_Rate,Seas_Opp_Off_Rebound,Seas_Opp_Def_Rebound,Seas_Opp_Turnover,Seas_Opp_Fouls,Seas_Poss
2025,Auburn,2025Auburn,1,5,1,1,1,1,0,0,15,35.05,127.2,92.1,68.2,0.026,83.0,0.326,0.359,0.727,0.408,0.332,0.732,9.4,18.5,69.4,0.298,0.353,0.268,0.6679999999999999,12.1,17.7,71.1
2025,Duke,2025Duke,1,5,1,1,1,1,0,0,15,39.29,130.1,90.8,66.0,-0.026,83.2,0.364,0.386,0.79,0.446,0.33,0.763,9.3,15.8,62.8,0.311,0.3829999999999999,0.237,0.67,11.4,16.6,68.3
2025,Florida,2025Florida,1,7,1,1,1,1,1,1,63,36.46,128.2,91.8,70.1,0.032,84.8,0.345,0.356,0.728,0.437,0.375,0.731,11.1,17.1,69.6,0.294,0.372,0.2689999999999999,0.625,11.7,17.5,72.1
2025,Houston,2025Houston,1,6,1,1,1,1,1,0,31,36.59,123.4,86.8,61.9,0.02,73.7,0.332,0.3939999999999999,0.74,0.347,0.361,0.753,9.0,16.3,58.7,0.302,0.434,0.247,0.639,13.2,15.8,65.4
2025,Alabama,2025Alabama,2,4,1,1,1,0,0,0,7,30.34,126.8,96.5,75.3,0.036,90.7,0.349,0.353,0.72,0.466,0.318,0.731,12.7,18.9,81.3,0.304,0.346,0.2689999999999999,0.682,10.3,20.5,78.5
2025,Michigan St,2025Michigan St,2,4,1,1,1,0,0,0,7,28.48,118.8,90.4,67.5,-0.008,77.7,0.2339999999999999,0.311,0.779,0.3289999999999999,0.3379999999999999,0.7709999999999999,11.4,16.7,67.1,0.28,0.407,0.2289999999999999,0.662,11.0,19.4,70.6
2025,St Johns,2025St Johns,2,2,1,0,0,0,0,0,1,26.06,114.0,88.0,70.0,-0.017,78.5,0.235,0.301,0.691,0.31,0.363,0.728,10.9,16.7,65.8,0.306,0.408,0.272,0.637,15.2,17.4,73.3
2025,Tennessee,2025Tennessee,2,4,1,1,1,0,0,0,7,30.93,120.7,89.7,63.7,0.029,74.0,0.3339999999999999,0.3379999999999999,0.745,0.434,0.3379999999999999,0.737,10.4,15.2,63.1,0.287,0.446,0.263,0.662,11.5,17.7,67.0
2025,Iowa St,2025Iowa St,3,2,1,0,0,0,0,0,1,26.65,119.8,93.2,68.8,-0.051,80.3,0.286,0.358,0.753,0.368,0.307,0.7440000000000001,12.0,16.2,68.3,0.336,0.409,0.256,0.693,15.2,18.1,71.9
2025,Kentucky,2025Kentucky,3,3,1,1,0,0,0,0,3,24.54,123.7,99.2,70.9,0.01,84.4,0.337,0.375,0.731,0.412,0.263,0.748,10.9,17.2,77.2,0.305,0.437,0.252,0.737,10.3,17.7,74.0
2025,Texas Tech,2025Texas Tech,3,4,1,1,1,0,0,0,7,27.92,125.4,97.5,66.1,-0.037,80.9,0.372,0.367,0.76,0.445,0.3229999999999999,0.731,9.6,15.7,68.5,0.324,0.346,0.2689999999999999,0.677,11.5,16.0,69.2
2025,Wisconsin,2025Wisconsin,3,2,1,0,0,0,0,0,1,26.57,122.9,96.3,68.0,-0.047,80.1,0.37,0.348,0.826,0.482,0.248,0.752,9.6,16.5,70.9,0.3329999999999999,0.391,0.248,0.752,10.0,18.5,70.6
2025,Arizona,2025Arizona,4,3,1,1,0,0,0,0,3,26.35,123.7,97.3,70.3,-0.048,82.5,0.261,0.3379999999999999,0.78,0.347,0.348,0.748,11.4,16.9,73.3,0.34,0.413,0.252,0.652,11.5,17.7,72.7
2025,Maryland,2025Maryland,4,3,1,1,0,0,0,0,3,27.07,118.9,91.9,69.6,-0.028,81.1,0.3,0.373,0.75,0.354,0.286,0.738,10.1,15.3,67.2,0.306,0.362,0.262,0.7140000000000001,14.2,17.9,72.2
2025,Purdue,2025Purdue,4,3,1,1,0,0,0,0,3,25.36,124.6,99.2,65.1,-0.016,77.3,0.32,0.382,0.732,0.384,0.3,0.713,10.4,15.8,70.4,0.312,0.426,0.287,0.7,11.6,17.9,67.4
2025,Texas A&M,2025Texas A&M,4,2,1,0,0,0,0,0,1,23.66,116.5,92.9,66.8,0.001,74.6,0.28,0.307,0.6920000000000001,0.377,0.397,0.745,12.2,17.5,68.7,0.3329999999999999,0.462,0.255,0.603,13.3,19.9,70.4
2025,Clemson,2025Clemson,5,1,0,0,0,0,0,0,0,23.22,118.2,95.0,64.6,-0.046,76.1,0.3339999999999999,0.369,0.768,0.3879999999999999,0.32,0.7140000000000001,10.5,15.2,65.8,0.319,0.38,0.286,0.68,13.3,16.3,68.0
2025,Memphis,2025Memphis,5,1,0,0,0,0,0,0,0,15.1,113.4,98.3,71.0,0.085,79.9,0.2789999999999999,0.376,0.7020000000000001,0.3329999999999999,0.341,0.7020000000000001,13.9,17.8,73.4,0.324,0.41,0.298,0.659,13.6,18.6,73.7
2025,Michigan,2025Michigan,5,3,1,1,0,0,0,0,3,23.45,116.5,93.1,70.1,0.072,78.0,0.313,0.332,0.728,0.42,0.314,0.725,14.0,17.1,71.5,0.308,0.391,0.275,0.6859999999999999,11.3,18.5,73.1
2025,Oregon,2025Oregon,5,2,1,0,0,0,0,0,1,21.85,117.6,95.8,68.1,0.063,76.5,0.303,0.344,0.757,0.3829999999999999,0.2739999999999999,0.721,11.3,16.3,70.9,0.316,0.377,0.2789999999999999,0.726,12.1,17.6,71.1
2025,BYU,2025BYU,6,3,1,1,0,0,0,0,3,22.31,124.1,101.8,67.6,0.05,81.4,0.387,0.368,0.713,0.476,0.319,0.757,12.1,16.3,72.6,0.357,0.462,0.243,0.6809999999999999,11.7,16.8,71.1
2025,Illinois,2025Illinois,6,2,1,0,0,0,0,0,1,24.32,121.9,97.6,71.5,-0.022,83.6,0.3379999999999999,0.313,0.762,0.472,0.35,0.769,11.7,16.2,74.8,0.336,0.305,0.231,0.65,9.0,18.3,74.4
2025,Mississippi,2025Mississippi,6,3,1,1,0,0,0,0,3,23.34,119.1,95.8,68.1,0.013,77.2,0.324,0.348,0.738,0.4,0.2319999999999999,0.721,9.0,18.3,71.7,0.325,0.435,0.2789999999999999,0.768,14.1,17.8,71.5
2025,Missouri,2025Missouri,6,1,0,0,0,0,0,0,0,23.57,124.4,100.8,68.6,-0.055,83.6,0.312,0.367,0.73,0.414,0.324,0.693,10.9,18.2,73.6,0.336,0.3779999999999999,0.307,0.6759999999999999,14.1,20.3,71.5
