year,round_index,round_name,team_left,team_right,left_seed,right_seed,seed_diff,seed_abs_diff,left_score,right_score,margin,left_win,AdjEM_left,AdjEM_right,AdjEM_diff,AdjO_left,AdjO_right,AdjO_diff,AdjD_left,AdjD_right,AdjD_diff,AdjT_left,AdjT_right,AdjT_diff,Luck_left,Luck_right,Luck_diff,Seas_PPG_left,Seas_PPG_right,Seas_PPG_diff,Seas_Succ_3PT_left,Seas_Succ_3PT_right,Seas_Succ_3PT_diff,Seas_3PT_Per_left,Seas_3PT_Per_right,Seas_3PT_Per_diff,Seas_FT_Succ_left,Seas_FT_Succ_right,Seas_FT_Succ_diff,Seas_3PT_Rate_left,Seas_3PT_Rate_right,Seas_3PT_Rate_diff,Seas_Off_Rebound_Per_left,Seas_Off_Rebound_Per_right,Seas_Off_Rebound_Per_diff,Seas_Def_Rebound_Per_left,Seas_Def_Rebound_Per_right,Seas_Def_Rebound_Per_diff,Seas_Turnovers_left,Seas_Turnovers_right,Seas_Turnovers_diff,Seas_Fouls_left,Seas_Fouls_right,Seas_Fouls_diff,Seas_Opp_PPG_left,Seas_Opp_PPG_right,Seas_Opp_PPG_diff,Seas_Opp_3PT_Succ_left,Seas_Opp_3PT_Succ_right,Seas_Opp_3PT_Succ_diff,Seas_Opp_3PT_Rate_left,Seas_Opp_3PT_Rate_right,Seas_Opp_3PT_Rate_diff,Seas_Opp_Off_Rebound_left,Seas_Opp_Off_Rebound_right,Seas_Opp_Off_Rebound_diff,Seas_Opp_Def_Rebound_left,Seas_Opp_Def_Rebound_right,Seas_Opp_Def_Rebound_diff,Seas_Opp_Turnover_left,Seas_Opp_Turnover_right,Seas_Opp_Turnover_diff,Seas_Opp_Fouls_left,Seas_Opp_Fouls_right,Seas_Opp_Fouls_diff,Seas_Poss_left,Seas_Poss_right,Seas_Poss_diff
2013,1,round_of_64,Gonzaga,Southern,1,16,-15,15,64,58,6,1,27.81,0.5,27.31,120.5,99.3,21.200000000000003,92.7,98.8,-6.099999999999994,63.3,63.4,-0.10000000000000142,0.026,-0.031,0.056999999999999995,76.8,66.6,10.200000000000003,0.243,0.298,-0.05499999999999999,0.364,0.364,0.0,0.712,0.688,0.02400000000000002,0.311,0.344,-0.032999999999999974,0.37,0.242,0.128,0.727,0.714,0.013000000000000012,11.2,11.0,0.1999999999999993,15.9,17.4,-1.4999999999999982,59.5,58.4,1.1000000000000014,0.318,0.296,0.02200000000000002,0.38,0.301,0.07900000000000001,0.273,0.286,-0.012999999999999956,0.63,0.758,-0.128,13.6,13.3,0.29999999999999893,20.0,17.3,2.6999999999999993,66.8,67.1,-0.29999999999999716
2013,1,round_of_64,Harvard,New Mexico,14,3,11,11,68,62,6,1,7.07,19.02,-11.95,108.1,109.9,-1.8000000000000114,101.1,90.9,10.199999999999989,63.3,63.7,-0.4000000000000057,0.037,0.073,-0.036,68.9,67.4,1.5,0.277,0.285,-0.007999999999999952,0.401,0.354,0.04700000000000004,0.723,0.722,0.0010000000000000009,0.338,0.35,-0.011999999999999955,0.239,0.274,-0.03500000000000003,0.701,0.732,-0.031000000000000028,13.7,11.6,2.0999999999999996,15.1,15.3,-0.20000000000000107,64.2,60.4,3.8000000000000043,0.327,0.343,-0.016000000000000014,0.285,0.39,-0.10500000000000004,0.299,0.268,0.030999999999999972,0.761,0.726,0.03500000000000003,13.6,12.7,0.9000000000000004,19.7,19.7,0.0,66.0,66.4,-0.4000000000000057
2013,1,round_of_64,Illinois,Colorado,7,10,-3,3,57,49,8,1,15.82,14.62,1.200000000000001,110.6,106.5,4.099999999999994,94.8,91.9,2.8999999999999915,64.6,63.7,0.8999999999999915,0.042,0.029,0.013000000000000001,68.6,68.2,0.3999999999999915,0.336,0.238,0.09800000000000003,0.323,0.347,-0.023999999999999966,0.722,0.684,0.03799999999999992,0.412,0.287,0.125,0.322,0.321,0.0010000000000000009,0.68,0.711,-0.030999999999999917,11.5,13.3,-1.8000000000000007,18.2,15.8,2.3999999999999986,65.4,63.8,1.6000000000000085,0.344,0.323,0.020999999999999963,0.348,0.359,-0.01100000000000001,0.32,0.289,0.031000000000000028,0.678,0.679,-0.0010000000000000009,14.5,12.9,1.5999999999999996,16.4,18.1,-1.7000000000000028,67.3,68.1,-0.7999999999999972
2013,1,round_of_64,Indiana,James Madison,1,16,-15,15,83,62,21,1,29.31,-0.92,30.23,120.8,100.2,20.599999999999994,91.5,101.1,-9.599999999999994,66.0,62.9,3.1000000000000014,-0.021,0.063,-0.084,80.0,65.2,14.799999999999997,0.274,0.264,0.010000000000000009,0.411,0.333,0.07799999999999996,0.745,0.701,0.04400000000000004,0.321,0.321,0.0,0.388,0.27,0.118,0.719,0.713,0.006000000000000005,13.0,11.2,1.8000000000000007,17.1,17.1,0.0,62.5,64.4,-1.9000000000000057,0.306,0.35,-0.043999999999999984,0.329,0.341,-0.01200000000000001,0.281,0.287,-0.00599999999999995,0.612,0.73,-0.118,14.4,13.8,0.5999999999999996,20.6,16.9,3.700000000000003,69.9,66.3,3.6000000000000085
2013,1,round_of_64,Iona,Ohio St,15,2,13,13,70,95,-25,0,7.45,25.42,-17.970000000000002,114.4,115.1,-0.6999999999999886,106.9,89.7,17.200000000000003,69.7,63.6,6.100000000000001,-0.07,0.02,-0.09000000000000001,80.7,69.3,11.400000000000006,0.312,0.261,0.05099999999999999,0.373,0.351,0.02200000000000002,0.778,0.693,0.08500000000000008,0.364,0.311,0.05299999999999999,0.315,0.314,0.0010000000000000009,0.678,0.749,-0.07099999999999995,12.2,10.6,1.5999999999999996,17.1,15.5,1.6000000000000014,75.8,57.9,17.9,0.373,0.32,0.05299999999999999,0.353,0.357,-0.0040000000000000036,0.322,0.251,0.07100000000000001,0.685,0.686,-0.0010000000000000009,14.1,13.2,0.9000000000000004,17.2,16.6,0.5999999999999979,73.7,65.1,8.600000000000009
2013,1,round_of_64,Iowa St,Notre Dame,10,7,3,3,76,58,18,1,17.63,16.65,0.9800000000000004,117.5,114.6,2.9000000000000057,99.8,97.9,1.8999999999999915,68.3,60.3,8.0,-0.046,0.046,-0.092,79.6,70.4,9.199999999999989,0.371,0.281,0.08999999999999997,0.37,0.373,-0.0030000000000000027,0.731,0.707,0.02400000000000002,0.439,0.32,0.119,0.328,0.315,0.013000000000000012,0.729,0.725,0.0040000000000000036,13.3,11.1,2.200000000000001,17.0,14.2,2.8000000000000007,71.2,63.1,8.100000000000001,0.307,0.322,-0.015000000000000013,0.332,0.29,0.04200000000000004,0.271,0.275,-0.0040000000000000036,0.672,0.685,-0.013000000000000012,13.2,10.4,2.799999999999999,17.8,17.4,0.40000000000000213,72.7,65.5,7.200000000000003
2013,1,round_of_64,James Madison,Indiana,16,1,15,15,62,83,-21,0,-0.92,29.31,-30.23,100.2,120.8,-20.599999999999994,101.1,91.5,9.599999999999994,62.9,66.0,-3.1000000000000014,0.063,-0.021,0.084,65.2,80.0,-14.799999999999997,0.264,0.274,-0.010000000000000009,0.333,0.411,-0.07799999999999996,0.701,0.745,-0.04400000000000004,0.321,0.321,0.0,0.27,0.388,-0.118,0.713,0.719,-0.006000000000000005,11.2,13.0,-1.8000000000000007,17.1,17.1,0.0,64.4,62.5,1.9000000000000057,0.35,0.306,0.043999999999999984,0.341,0.329,0.01200000000000001,0.287,0.281,0.00599999999999995,0.73,0.612,0.118,13.8,14.4,-0.5999999999999996,16.9,20.6,-3.700000000000003,66.3,69.9,-3.6000000000000085
2013,1,round_of_64,Kansas,Western Kentucky,1,16,-15,15,64,57,7,1,25.23,-0.41,25.64,112.7,101.8,10.900000000000006,87.5,102.2,-14.700000000000003,66.4,64.6,1.8000000000000114,0.01,0.029,-0.019000000000000003,75.4,67.0,8.400000000000006,0.24,0.292,-0.05199999999999999,0.367,0.332,0.034999999999999976,0.733,0.68,0.052999999999999936,0.296,0.364,-0.068,0.331,0.344,-0.012999999999999956,0.73,0.707,0.02300000000000002,13.7,15.1,-1.4000000000000004,16.9,18.9,-2.0,61.5,66.3,-4.799999999999997,0.307,0.328,-0.02100000000000002,0.362,0.317,0.044999999999999984,0.27,0.293,-0.022999999999999965,0.669,0.656,0.013000000000000012,12.9,13.9,-1.0,18.4,19.0,-0.6000000000000014,70.0,68.3,1.7000000000000028
2013,1,round_of_64,Kansas St,La Salle,4,13,-9,9,61,63,-2,0,18.16,13.89,4.27,113.5,111.8,1.7000000000000028,95.3,98.0,-2.700000000000003,61.4,64.6,-3.1999999999999957,0.051,0.051,0.0,68.7,72.4,-3.700000000000003,0.298,0.315,-0.017000000000000015,0.359,0.371,-0.01200000000000001,0.689,0.738,-0.049000000000000044,0.332,0.357,-0.024999999999999967,0.376,0.281,0.09499999999999997,0.676,0.688,-0.0119999999999999,11.6,11.7,-0.09999999999999964,18.3,15.3,3.0,61.4,66.0,-4.600000000000001,0.331,0.299,0.03200000000000003,0.289,0.244,0.044999999999999984,0.324,0.312,0.01200000000000001,0.624,0.719,-0.09499999999999997,14.3,14.9,-0.5999999999999996,16.6,15.9,0.7000000000000011,64.9,68.9,-4.0
2013,1,round_of_64,La Salle,Kansas St,13,4,9,9,63,61,2,1,13.89,18.16,-4.27,111.8,113.5,-1.7000000000000028,98.0,95.3,2.700000000000003,64.6,61.4,3.1999999999999957,0.051,0.051,0.0,72.4,68.7,3.700000000000003,0.315,0.298,0.017000000000000015,0.371,0.359,0.01200000000000001,0.738,0.689,0.049000000000000044,0.357,0.332,0.024999999999999967,0.281,0.376,-0.09499999999999997,0.688,0.676,0.0119999999999999,11.7,11.6,0.09999999999999964,15.3,18.3,-3.0,66.0,61.4,4.600000000000001,0.299,0.331,-0.03200000000000003,0.244,0.289,-0.044999999999999984,0.312,0.324,-0.01200000000000001,0.719,0.624,0.09499999999999997,14.9,14.3,0.5999999999999996,15.9,16.6,-0.7000000000000011,68.9,64.9,4.0
2013,1,round_of_64,Louisville,North Carolina A&T,1,16,-15,15,79,48,31,1,32.92,-5.3,38.22,117.7,93.2,24.5,84.8,98.5,-13.700000000000003,65.8,65.5,0.29999999999999716,-0.016,0.037,-0.053,73.6,61.6,11.999999999999993,0.238,0.282,-0.043999999999999984,0.331,0.302,0.029000000000000026,0.711,0.656,0.05499999999999994,0.303,0.37,-0.067,0.379,0.289,0.09000000000000002,0.693,0.684,0.008999999999999897,12.6,15.1,-2.5,17.7,19.4,-1.6999999999999993,58.0,61.4,-3.3999999999999986,0.312,0.318,-0.006000000000000005,0.335,0.382,-0.046999999999999986,0.307,0.316,-0.009000000000000008,0.621,0.711,-0.08999999999999997,18.6,15.9,2.700000000000001,19.0,18.8,0.1999999999999993,69.2,68.6,0.6000000000000085
2013,1,round_of_64,Marquette,Davidson,3,14,-11,11,59,58,1,1,18.32,11.36,6.960000000000001,113.2,112.1,1.1000000000000085,94.9,100.7,-5.799999999999997,63.3,63.9,-0.6000000000000014,0.09,-0.002,0.092,69.0,73.1,-4.099999999999994,0.185,0.308,-0.123,0.301,0.366,-0.065,0.723,0.801,-0.07800000000000007,0.269,0.385,-0.11599999999999999,0.362,0.278,0.08399999999999996,0.683,0.743,-0.05999999999999994,13.6,11.0,2.5999999999999996,16.9,17.6,-0.7000000000000028,62.7,62.0,0.7000000000000028,0.318,0.323,-0.0050000000000000044,0.355,0.262,0.09299999999999997,0.317,0.257,0.06,0.638,0.722,-0.08399999999999996,12.9,12.3,0.5999999999999996,19.1,18.8,0.3000000000000007,66.3,66.2,0.09999999999999432
2013,1,round_of_64,Memphis,St Marys,6,11,-5,5,54,52,2,1,16.33,19.33,-3.0,107.3,116.1,-8.799999999999997,91.0,96.8,-5.799999999999997,68.3,62.9,5.399999999999999,0.056,0.023,0.033,75.9,74.9,1.0,0.244,0.314,-0.07,0.379,0.373,0.006000000000000005,0.666,0.73,-0.06399999999999995,0.283,0.381,-0.09800000000000003,0.35,0.36,-0.010000000000000009,0.721,0.762,-0.041000000000000036,14.6,11.9,2.6999999999999993,18.1,17.5,0.6000000000000014,65.1,63.3,1.7999999999999972,0.335,0.369,-0.033999999999999975,0.305,0.288,0.017000000000000015,0.279,0.238,0.041000000000000036,0.65,0.64,0.010000000000000009,15.4,11.5,3.9000000000000004,18.8,17.8,1.0,72.0,65.9,6.099999999999994
2013,1,round_of_64,Miami,Pacific,2,15,-13,13,78,49,29,1,22.37,3.96,18.41,113.6,106.1,7.5,91.3,102.2,-10.900000000000006,61.9,62.2,-0.30000000000000426,0.028,0.074,-0.046,69.9,66.8,3.1000000000000085,0.293,0.29,0.0030000000000000027,0.358,0.391,-0.03300000000000003,0.677,0.7,-0.02299999999999991,0.349,0.318,0.030999999999999972,0.296,0.284,0.01200000000000001,0.734,0.701,0.03300000000000003,10.9,11.2,-0.29999999999999893,14.7,18.3,-3.6000000000000014,60.7,65.0,-4.299999999999997,0.326,0.347,-0.020999999999999963,0.349,0.382,-0.03300000000000003,0.266,0.299,-0.032999999999999974,0.704,0.716,-0.01200000000000001,11.9,12.8,-0.9000000000000004,17.5,18.1,-0.6000000000000014,65.9,64.4,1.5
2013,1,round_of_64,Michigan,South Dakota St,4,13,-9,9,71,56,15,1,27.86,6.79,21.07,121.9,112.0,9.900000000000006,94.0,105.2,-11.200000000000003,64.0,62.6,1.3999999999999986,-0.007,0.03,-0.037,74.4,72.6,1.8000000000000114,0.296,0.324,-0.028000000000000025,0.375,0.394,-0.019000000000000017,0.71,0.773,-0.06300000000000006,0.34,0.364,-0.023999999999999966,0.301,0.277,0.023999999999999966,0.716,0.755,-0.039000000000000035,9.2,10.5,-1.3000000000000007,13.1,14.3,-1.200000000000001,62.9,66.4,-3.500000000000007,0.332,0.355,-0.022999999999999965,0.35,0.351,-0.0010000000000000009,0.284,0.245,0.03899999999999998,0.699,0.723,-0.02400000000000002,12.1,11.1,1.0,15.5,17.5,-2.0,65.6,65.8,-0.20000000000000284
2013,1,round_of_64,Michigan St,Valparaiso,3,14,-11,11,65,54,11,1,24.17,11.42,12.750000000000002,112.6,110.7,1.8999999999999915,88.5,99.3,-10.799999999999997,63.1,64.3,-1.1999999999999957,0.001,0.021,-0.02,67.5,71.5,-4.0,0.221,0.312,-0.091,0.344,0.375,-0.031000000000000028,0.71,0.737,-0.027000000000000024,0.273,0.398,-0.125,0.338,0.296,0.04200000000000004,0.735,0.744,-0.009000000000000008,13.2,15.0,-1.8000000000000007,16.0,17.5,-1.5,59.4,62.6,-3.200000000000003,0.302,0.336,-0.03400000000000003,0.338,0.262,0.07600000000000001,0.265,0.256,0.009000000000000008,0.662,0.704,-0.041999999999999926,12.7,13.0,-0.3000000000000007,17.1,19.3,-2.1999999999999993,65.5,67.1,-1.5999999999999943
2013,1,round_of_64,Minnesota,UCLA,11,6,5,5,83,63,20,1,19.85,14.53,5.320000000000002,114.8,111.1,3.700000000000003,95.0,96.6,-1.5999999999999943,62.3,68.1,-5.799999999999997,-0.036,0.068,-0.10400000000000001,68.4,74.7,-6.299999999999997,0.229,0.197,0.032,0.326,0.339,-0.013000000000000012,0.685,0.722,-0.03699999999999992,0.296,0.238,0.057999999999999996,0.433,0.28,0.15299999999999997,0.706,0.676,0.029999999999999916,13.8,11.1,2.700000000000001,17.5,14.9,2.5999999999999996,61.7,68.9,-7.200000000000003,0.339,0.319,0.020000000000000018,0.343,0.309,0.03400000000000003,0.294,0.324,-0.030000000000000027,0.567,0.72,-0.15300000000000002,12.8,14.1,-1.299999999999999,19.2,16.1,3.099999999999998,65.7,72.1,-6.3999999999999915
2013,1,round_of_64,Missouri,Colorado St,9,8,1,1,72,84,-12,0,18.53,19.12,-0.5899999999999999,114.9,117.9,-3.0,96.4,98.8,-2.3999999999999915,66.3,63.8,2.5,-0.032,0.02,-0.052000000000000005,76.2,72.3,3.9000000000000057,0.248,0.213,0.035,0.34,0.334,0.006000000000000005,0.739,0.709,0.030000000000000027,0.313,0.273,0.03999999999999998,0.393,0.412,-0.01899999999999996,0.74,0.785,-0.04500000000000004,13.2,10.7,2.5,16.5,17.0,-0.5,66.2,63.5,2.700000000000003,0.329,0.339,-0.010000000000000009,0.351,0.376,-0.025000000000000022,0.26,0.215,0.04500000000000001,0.607,0.588,0.019000000000000017,12.0,10.8,1.1999999999999993,17.9,20.7,-2.8000000000000007,70.4,65.5,4.900000000000006
2013,1,round_of_64,Montana,Syracuse,13,4,9,9,34,81,-47,0,2.14,24.83,-22.689999999999998,104.9,113.1,-8.199999999999989,102.8,88.3,14.5,62.7,63.1,-0.3999999999999986,0.175,-0.004,0.179,70.5,71.3,-0.7999999999999972,0.288,0.255,0.032999999999999974,0.378,0.334,0.043999999999999984,0.767,0.675,0.09199999999999997,0.355,0.311,0.043999999999999984,0.231,0.386,-0.155,0.709,0.676,0.03299999999999992,12.3,12.7,-0.3999999999999986,17.1,16.2,0.9000000000000021,65.7,60.1,5.600000000000001,0.331,0.298,0.03300000000000003,0.305,0.398,-0.09300000000000003,0.291,0.324,-0.03300000000000003,0.769,0.614,0.15500000000000003,12.1,15.5,-3.4000000000000004,17.2,18.1,-0.9000000000000021,66.3,68.1,-1.7999999999999972
2013,1,round_of_64,NC State,Temple,8,9,-1,1,72,76,-4,0,16.99,12.67,4.3199999999999985,116.8,111.3,5.5,99.8,98.6,1.2000000000000028,66.8,65.6,1.2000000000000028,-0.032,0.038,-0.07,77.5,72.8,4.700000000000003,0.205,0.3,-0.095,0.393,0.334,0.059,0.683,0.725,-0.041999999999999926,0.237,0.372,-0.135,0.334,0.295,0.039000000000000035,0.689,0.696,-0.007000000000000006,12.4,11.0,1.4000000000000004,15.3,16.4,-1.0999999999999979,70.1,68.1,2.0,0.299,0.355,-0.055999999999999994,0.322,0.296,0.026000000000000023,0.311,0.304,0.007000000000000006,0.666,0.705,-0.038999999999999924,11.6,13.7,-2.0999999999999996,18.4,17.6,0.7999999999999972,70.5,69.3,1.2000000000000028
2013,1,round_of_64,New Mexico,Harvard,3,14,-11,11,62,68,-6,0,19.02,7.07,11.95,109.9,108.1,1.8000000000000114,90.9,101.1,-10.199999999999989,63.7,63.3,0.4000000000000057,0.073,0.037,0.036,67.4,68.9,-1.5,0.285,0.277,0.007999999999999952,0.354,0.401,-0.04700000000000004,0.722,0.723,-0.0010000000000000009,0.35,0.338,0.011999999999999955,0.274,0.239,0.03500000000000003,0.732,0.701,0.031000000000000028,11.6,13.7,-2.0999999999999996,15.3,15.1,0.20000000000000107,60.4,64.2,-3.8000000000000043,0.343,0.327,0.016000000000000014,0.39,0.285,0.10500000000000004,0.268,0.299,-0.030999999999999972,0.726,0.761,-0.03500000000000003,12.7,13.6,-0.9000000000000004,19.7,19.7,0.0,66.4,66.0,0.4000000000000057
2013,1,round_of_64,New Mexico St,St Louis,13,4,9,9,44,64,-20,0,7.68,20.01,-12.330000000000002,104.7,108.6,-3.8999999999999915,97.1,88.6,8.5,63.8,63.8,0.0,0.039,0.0,0.039,68.0,68.7,-0.7000000000000028,0.176,0.269,-0.09300000000000003,0.326,0.346,-0.019999999999999962,0.658,0.706,-0.04799999999999993,0.237,0.343,-0.10600000000000004,0.358,0.26,0.09799999999999998,0.723,0.735,-0.01200000000000001,14.4,11.5,2.9000000000000004,15.2,17.4,-2.1999999999999993,62.8,58.1,4.699999999999996,0.338,0.329,0.009000000000000008,0.298,0.267,0.030999999999999972,0.277,0.265,0.01200000000000001,0.642,0.74,-0.09799999999999998,12.3,15.2,-2.8999999999999986,20.5,20.6,-0.10000000000000142,67.1,66.5,0.5999999999999943
2013,1,round_of_64,North Carolina,Villanova,8,9,-1,1,78,71,7,1,17.14,13.57,3.5700000000000003,112.2,106.3,5.900000000000006,95.1,92.7,2.3999999999999915,69.6,66.4,3.1999999999999886,0.038,0.011,0.027,76.2,67.4,8.799999999999997,0.289,0.271,0.01799999999999996,0.37,0.337,0.032999999999999974,0.673,0.722,-0.04899999999999993,0.307,0.353,-0.045999999999999985,0.331,0.313,0.018000000000000016,0.701,0.729,-0.028000000000000025,12.3,15.6,-3.299999999999999,14.9,19.0,-4.1,69.1,64.9,4.199999999999989,0.349,0.368,-0.019000000000000017,0.326,0.357,-0.030999999999999972,0.299,0.271,0.02799999999999997,0.669,0.687,-0.018000000000000016,15.2,15.0,0.1999999999999993,16.5,21.6,-5.100000000000001,73.2,70.0,3.200000000000003
2013,1,round_of_64,North Carolina A&T,Louisville,16,1,15,15,48,79,-31,0,-5.3,32.92,-38.22,93.2,117.7,-24.5,98.5,84.8,13.700000000000003,65.5,65.8,-0.29999999999999716,0.037,-0.016,0.053,61.6,73.6,-11.999999999999993,0.282,0.238,0.043999999999999984,0.302,0.331,-0.029000000000000026,0.656,0.711,-0.05499999999999994,0.37,0.303,0.067,0.289,0.379,-0.09000000000000002,0.684,0.693,-0.008999999999999897,15.1,12.6,2.5,19.4,17.7,1.6999999999999993,61.4,58.0,3.3999999999999986,0.318,0.312,0.006000000000000005,0.382,0.335,0.046999999999999986,0.316,0.307,0.009000000000000008,0.711,0.621,0.08999999999999997,15.9,18.6,-2.700000000000001,18.8,19.0,-0.1999999999999993,68.6,69.2,-0.6000000000000085
2013,1,round_of_64,Northwestern St,Florida,14,3,11,11,47,79,-32,0,2.82,31.18,-28.36,106.6,117.2,-10.600000000000009,103.8,86.0,17.799999999999997,71.9,61.9,10.000000000000007,0.075,-0.089,0.16399999999999998,78.0,71.6,6.400000000000006,0.221,0.352,-0.13099999999999998,0.314,0.381,-0.067,0.69,0.68,0.009999999999999898,0.297,0.404,-0.10700000000000004,0.341,0.334,0.007000000000000006,0.636,0.737,-0.10099999999999998,14.0,11.1,2.9000000000000004,19.9,14.1,5.799999999999999,72.4,53.7,18.700000000000003,0.34,0.301,0.039000000000000035,0.254,0.331,-0.07700000000000001,0.364,0.263,0.10099999999999998,0.659,0.666,-0.007000000000000006,16.2,14.0,2.1999999999999993,20.4,15.6,4.799999999999999,75.0,64.1,10.900000000000006
2013,1,round_of_64,Notre Dame,Iowa St,7,10,-3,3,58,76,-18,0,16.65,17.63,-0.9800000000000004,114.6,117.5,-2.9000000000000057,97.9,99.8,-1.8999999999999915,60.3,68.3,-8.0,0.046,-0.046,0.092,70.4,79.6,-9.199999999999989,0.281,0.371,-0.08999999999999997,0.373,0.37,0.0030000000000000027,0.707,0.731,-0.02400000000000002,0.32,0.439,-0.119,0.315,0.328,-0.013000000000000012,0.725,0.729,-0.0040000000000000036,11.1,13.3,-2.200000000000001,14.2,17.0,-2.8000000000000007,63.1,71.2,-8.100000000000001,0.322,0.307,0.015000000000000013,0.29,0.332,-0.04200000000000004,0.275,0.271,0.0040000000000000036,0.685,0.672,0.013000000000000012,10.4,13.2,-2.799999999999999,17.4,17.8,-0.40000000000000213,65.5,72.7,-7.200000000000003
2013,1,round_of_64,Ohio St,Iona,2,15,-13,13,95,70,25,1,25.42,7.45,17.970000000000002,115.1,114.4,0.6999999999999886,89.7,106.9,-17.200000000000003,63.6,69.7,-6.100000000000001,0.02,-0.07,0.09000000000000001,69.3,80.7,-11.400000000000006,0.261,0.312,-0.05099999999999999,0.351,0.373,-0.02200000000000002,0.693,0.778,-0.08500000000000008,0.311,0.364,-0.05299999999999999,0.314,0.315,-0.0010000000000000009,0.749,0.678,0.07099999999999995,10.6,12.2,-1.5999999999999996,15.5,17.1,-1.6000000000000014,57.9,75.8,-17.9,0.32,0.373,-0.05299999999999999,0.357,0.353,0.0040000000000000036,0.251,0.322,-0.07100000000000001,0.686,0.685,0.0010000000000000009,13.2,14.1,-0.9000000000000004,16.6,17.2,-0.5999999999999979,65.1,73.7,-8.600000000000009
2013,1,round_of_64,Oklahoma,San Diego St,10,7,3,3,55,70,-15,0,13.8,17.43,-3.629999999999999,111.1,107.7,3.3999999999999915,97.3,90.3,7.0,65.2,65.5,-0.29999999999999716,0.004,-0.049,0.053000000000000005,71.1,68.3,2.799999999999997,0.21,0.259,-0.049000000000000016,0.326,0.324,0.0020000000000000018,0.76,0.684,0.07599999999999996,0.264,0.324,-0.06,0.322,0.305,0.017000000000000015,0.706,0.732,-0.026000000000000023,11.8,11.9,-0.09999999999999964,17.3,15.2,2.1000000000000014,66.2,61.2,5.0,0.327,0.319,0.008000000000000007,0.346,0.323,0.022999999999999965,0.294,0.268,0.025999999999999968,0.678,0.695,-0.016999999999999904,13.3,12.3,1.0,18.3,17.5,0.8000000000000007,69.0,67.9,1.0999999999999943
2013,1,round_of_64,Oklahoma St,Oregon,5,12,-7,7,55,68,-13,0,18.69,16.78,1.9100000000000001,109.0,106.6,2.4000000000000057,90.3,89.8,0.5,66.1,67.9,-1.8000000000000114,-0.016,0.052,-0.068,72.4,71.7,0.7000000000000028,0.231,0.21,0.02100000000000002,0.316,0.323,-0.007000000000000006,0.75,0.71,0.040000000000000036,0.312,0.274,0.03799999999999998,0.305,0.349,-0.043999999999999984,0.713,0.747,-0.03400000000000003,12.4,14.9,-2.5,17.9,17.4,0.5,62.8,63.6,-0.8000000000000043,0.322,0.343,-0.02100000000000002,0.342,0.296,0.04600000000000004,0.287,0.253,0.033999999999999975,0.695,0.651,0.04399999999999993,14.8,15.6,-0.7999999999999989,19.6,18.6,1.0,69.9,71.4,-1.5
2013,1,round_of_64,Ole Miss,Wisconsin,12,5,7,7,57,46,11,1,16.95,22.57,-5.620000000000001,112.3,108.3,4.0,95.3,85.7,9.599999999999994,69.2,60.4,8.800000000000004,-0.011,-0.033,0.022000000000000002,77.9,65.5,12.400000000000006,0.262,0.339,-0.07700000000000001,0.33,0.334,-0.0040000000000000036,0.684,0.633,0.051000000000000045,0.332,0.397,-0.065,0.316,0.315,0.0010000000000000009,0.707,0.76,-0.05300000000000005,11.4,9.7,1.700000000000001,16.9,14.0,2.8999999999999986,67.3,55.9,11.399999999999999,0.313,0.292,0.02100000000000002,0.358,0.248,0.10999999999999999,0.293,0.24,0.05299999999999999,0.684,0.685,-0.0010000000000000009,15.6,11.2,4.4,20.3,17.4,2.900000000000002,73.7,63.6,10.100000000000001
2013,1,round_of_64,Oregon,Oklahoma St,12,5,7,7,68,55,13,1,16.78,18.69,-1.9100000000000001,106.6,109.0,-2.4000000000000057,89.8,90.3,-0.5,67.9,66.1,1.8000000000000114,0.052,-0.016,0.068,71.7,72.4,-0.7000000000000028,0.21,0.231,-0.02100000000000002,0.323,0.316,0.007000000000000006,0.71,0.75,-0.040000000000000036,0.274,0.312,-0.03799999999999998,0.349,0.305,0.043999999999999984,0.747,0.713,0.03400000000000003,14.9,12.4,2.5,17.4,17.9,-0.5,63.6,62.8,0.8000000000000043,0.343,0.322,0.02100000000000002,0.296,0.342,-0.04600000000000004,0.253,0.287,-0.033999999999999975,0.651,0.695,-0.04399999999999993,15.6,14.8,0.7999999999999989,18.6,19.6,-1.0,71.4,69.9,1.5
2013,1,round_of_64,Pacific,Miami,15,2,13,13,49,78,-29,0,3.96,22.37,-18.41,106.1,113.6,-7.5,102.2,91.3,10.900000000000006,62.2,61.9,0.30000000000000426,0.074,0.028,0.046,66.8,69.9,-3.1000000000000085,0.29,0.293,-0.0030000000000000027,0.391,0.358,0.03300000000000003,0.7,0.677,0.02299999999999991,0.318,0.349,-0.030999999999999972,0.284,0.296,-0.01200000000000001,0.701,0.734,-0.03300000000000003,11.2,10.9,0.29999999999999893,18.3,14.7,3.6000000000000014,65.0,60.7,4.299999999999997,0.347,0.326,0.020999999999999963,0.382,0.349,0.03300000000000003,0.299,0.266,0.032999999999999974,0.716,0.704,0.01200000000000001,12.8,11.9,0.9000000000000004,18.1,17.5,0.6000000000000014,64.4,65.9,-1.5
