year,team,year_team,seed,Finish,First_Rd,Second_Rd,Sweet_Sixteen,Elite_Eight,Final_Four,Championship,Pts,AdjEM,AdjO,AdjD,AdjT,Luck,Seas_PPG,Seas_Succ_3PT,Seas_3PT_Per,Seas_FT_Succ,Seas_3PT_Rate,Seas_Off_Rebound_Per,Seas_Def_Rebound_Per,Seas_Turnovers,Seas_Fouls,Seas_Opp_PPG,Seas_Opp_3PT_Succ,Seas_Opp_3PT_Rate,Seas_Opp_Off_Rebound,Seas_Opp_Def_Rebound,Seas_Opp_Turnover,Seas_Opp_Fouls,Seas_Poss
2015,Duke,2015Duke,1,7,1,1,1,1,1,1,63,32.48,124.5,92.0,65.8,0.067,79.6,0.2769999999999999,0.387,0.696,0.337,0.348,0.718,10.9,15.6,64.2,0.314,0.276,0.282,0.652,12.5,19.1,67.9
2015,Kentucky,2015Kentucky,1,5,1,1,1,1,0,0,15,36.91,121.3,84.4,62.4,0.048,74.4,0.21,0.349,0.726,0.271,0.3879999999999999,0.7170000000000001,10.4,17.1,54.3,0.271,0.305,0.283,0.612,13.7,19.9,66.2
2015,Villanova,2015Villanova,1,2,1,0,0,0,0,0,1,30.65,122.7,92.0,64.2,0.031,76.5,0.355,0.389,0.731,0.429,0.315,0.733,10.6,16.5,60.9,0.305,0.322,0.267,0.685,14.1,19.5,67.5
2015,Wisconsin,2015Wisconsin,1,6,1,1,1,1,1,0,31,33.72,129.0,95.2,58.7,0.015,72.7,0.297,0.365,0.7659999999999999,0.374,0.306,0.785,7.5,12.5,57.9,0.376,0.258,0.215,0.6940000000000001,9.6,18.2,61.1
2015,Arizona,2015Arizona,2,4,1,1,1,0,0,0,7,32.36,119.9,87.5,65.8,-0.033,76.6,0.1989999999999999,0.36,0.7190000000000001,0.259,0.34,0.8140000000000001,11.1,17.9,59.7,0.336,0.315,0.186,0.66,13.7,20.7,68.2
2015,Gonzaga,2015Gonzaga,2,4,1,1,1,0,0,0,7,27.78,121.7,93.9,64.7,0.018,77.8,0.268,0.4,0.688,0.318,0.321,0.748,10.5,16.8,61.8,0.33,0.303,0.252,0.679,11.2,19.7,67.1
2015,Kansas,2015Kansas,2,2,1,0,0,0,0,0,1,22.72,114.5,91.8,67.0,0.07,71.1,0.25,0.379,0.7240000000000001,0.284,0.3329999999999999,0.701,12.9,17.8,64.8,0.315,0.32,0.299,0.667,11.7,19.3,68.4
2015,Virginia,2015Virginia,2,2,1,0,0,0,0,0,1,30.06,115.6,85.5,58.0,0.023,65.4,0.2289999999999999,0.352,0.726,0.275,0.336,0.78,9.3,14.3,51.5,0.309,0.365,0.22,0.664,10.5,16.3,60.2
2015,Baylor,2015Baylor,3,1,0,0,0,0,0,0,0,22.14,116.6,94.5,61.5,-0.035,68.7,0.306,0.382,0.67,0.335,0.407,0.7070000000000001,12.7,16.6,60.2,0.298,0.357,0.293,0.593,12.2,17.9,64.6
2015,Iowa St,2015Iowa St,3,1,0,0,0,0,0,0,0,21.49,119.0,97.5,69.6,0.005,77.8,0.298,0.362,0.696,0.368,0.268,0.722,11.1,15.5,69.0,0.347,0.3429999999999999,0.278,0.732,12.9,18.9,71.2
2015,Notre Dame,2015Notre Dame,3,4,1,1,1,0,0,0,7,24.96,125.4,100.4,63.4,0.062,78.0,0.306,0.39,0.742,0.376,0.26,0.701,9.4,14.2,65.8,0.326,0.315,0.299,0.74,11.2,16.6,66.1
2015,Oklahoma,2015Oklahoma,3,3,1,1,0,0,0,0,3,22.8,112.5,89.7,66.7,-0.045,71.5,0.283,0.3429999999999999,0.741,0.3379999999999999,0.3,0.71,12.0,16.3,62.7,0.317,0.345,0.29,0.7,13.4,17.9,69.5
2015,Georgetown,2015Georgetown,4,2,1,0,0,0,0,0,1,19.13,114.3,95.1,64.0,0.0,70.9,0.258,0.353,0.7040000000000001,0.325,0.3289999999999999,0.7240000000000001,12.5,20.2,65.2,0.362,0.354,0.276,0.6709999999999999,13.2,20.0,67.2
2015,Louisville,2015Louisville,4,4,1,1,1,0,0,0,7,21.21,110.2,88.9,64.6,0.027,69.0,0.239,0.307,0.6679999999999999,0.314,0.336,0.7140000000000001,11.4,17.3,59.8,0.303,0.318,0.286,0.664,14.1,19.2,67.2
2015,Maryland,2015Maryland,4,2,1,0,0,0,0,0,1,15.68,111.3,95.7,63.9,0.127,69.1,0.32,0.376,0.7559999999999999,0.386,0.27,0.715,12.3,16.7,63.4,0.318,0.375,0.285,0.73,11.1,20.1,66.6
2015,N Carolina,2015N Carolina,4,3,1,1,0,0,0,0,3,23.85,119.1,95.3,69.2,-0.026,77.7,0.187,0.358,0.7020000000000001,0.223,0.384,0.7090000000000001,12.7,19.4,68.8,0.3,0.368,0.291,0.616,12.3,18.2,71.6
2015,Arkansas,2015Arkansas,5,2,1,0,0,0,0,0,1,16.44,114.7,98.3,69.3,0.045,77.4,0.256,0.349,0.7240000000000001,0.31,0.345,0.6809999999999999,11.9,19.0,70.1,0.352,0.312,0.319,0.655,15.8,19.3,72.3
2015,Northern Iowa,2015Northern Iowa,5,2,1,0,0,0,0,0,1,20.98,116.3,95.3,58.2,0.018,65.2,0.3379999999999999,0.3979999999999999,0.733,0.3989999999999999,0.247,0.755,10.4,14.5,54.6,0.321,0.38,0.245,0.753,11.2,18.4,59.6
2015,Utah,2015Utah,5,3,1,1,0,0,0,0,3,27.24,116.4,89.2,60.5,-0.054,70.9,0.319,0.401,0.705,0.373,0.303,0.747,11.4,16.9,57.4,0.312,0.293,0.253,0.6970000000000001,11.5,19.6,64.2
2015,West Virginia,2015West Virginia,5,3,1,1,0,0,0,0,3,17.64,112.6,94.9,67.9,0.087,72.6,0.268,0.316,0.662,0.336,0.385,0.701,12.9,23.5,66.8,0.365,0.322,0.299,0.615,19.3,22.3,70.8
2015,Butler,2015Butler,6,2,1,0,0,0,0,0,1,20.09,110.2,90.1,63.2,-0.023,69.0,0.246,0.356,0.6859999999999999,0.287,0.312,0.77,11.1,17.4,61.0,0.307,0.342,0.23,0.688,12.7,19.1,67.1
2015,Providence,2015Providence,6,1,0,0,0,0,0,0,0,16.72,112.6,95.9,65.2,0.038,69.7,0.216,0.313,0.7070000000000001,0.289,0.32,0.732,12.0,18.4,65.5,0.3329999999999999,0.363,0.268,0.68,12.9,19.2,68.1
2015,SMU,2015SMU,6,1,0,0,0,0,0,0,0,17.51,113.1,95.6,63.1,-0.004,69.1,0.187,0.363,0.7020000000000001,0.231,0.35,0.738,12.3,16.2,59.7,0.326,0.457,0.262,0.65,12.8,18.8,64.8
2015,Xavier,2015Xavier,6,3,1,1,0,0,0,0,3,19.49,116.6,97.1,65.0,-0.062,73.3,0.259,0.351,0.73,0.332,0.291,0.747,12.1,17.8,67.4,0.345,0.372,0.253,0.7090000000000001,12.5,19.9,68.1
2015,Iowa,2015Iowa,7,2,1,0,0,0,0,0,1,19.02,114.2,95.1,63.7,-0.007,69.8,0.243,0.3329999999999999,0.7440000000000001,0.302,0.336,0.72,11.1,15.8,62.3,0.326,0.366,0.28,0.664,12.3,17.9,66.7
2015,Michigan St,2015Michigan St,7,5,1,1,1,1,0,0,15,21.72,116.6,94.9,63.1,-0.017,71.1,0.318,0.385,0.632,0.35,0.325,0.764,11.3,18.9,63.6,0.315,0.3379999999999999,0.236,0.675,10.7,17.9,66.5
2015,VCU,2015VCU,7,1,0,0,0,0,0,0,0,16.27,111.1,94.9,66.5,0.043,72.5,0.337,0.3429999999999999,0.657,0.3989999999999999,0.301,0.721,10.6,19.2,65.8,0.345,0.351,0.2789999999999999,0.6990000000000001,16.0,18.7,69.7
2015,Wichita St,2015Wichita St,7,3,1,1,0,0,0,0,3,22.21,115.8,93.6,62.3,0.022,69.3,0.292,0.354,0.705,0.347,0.33,0.765,9.3,16.7,57.4,0.354,0.304,0.235,0.67,13.2,17.9,63.9
2015,Cincinnati,2015Cincinnati,8,2,1,0,0,0,0,0,1,14.15,108.2,94.0,59.8,-0.016,62.1,0.237,0.3289999999999999,0.67,0.297,0.359,0.7020000000000001,12.7,14.9,55.8,0.319,0.3329999999999999,0.298,0.6409999999999999,12.0,17.1,62.1
2015,NC State,2015NC State,8,3,1,1,0,0,0,0,3,15.93,114.9,98.9,64.1,-0.003,70.1,0.28,0.356,0.6859999999999999,0.322,0.325,0.7190000000000001,10.4,17.6,65.8,0.33,0.313,0.281,0.675,9.7,18.9,66.7
2015,Oregon,2015Oregon,8,2,1,0,0,0,0,0,1,13.88,115.2,101.3,66.6,0.119,74.8,0.296,0.369,0.767,0.3389999999999999,0.282,0.7120000000000001,11.6,18.4,71.1,0.332,0.3329999999999999,0.288,0.718,11.4,17.4,70.3
2015,San Diego St,2015San Diego St,8,2,1,0,0,0,0,0,1,15.95,104.9,89.0,60.4,0.026,61.5,0.253,0.32,0.63,0.306,0.335,0.725,11.4,14.2,54.0,0.306,0.32,0.275,0.665,12.9,16.8,63.0
2015,LSU,2015LSU,9,1,0,0,0,0,0,0,0,13.76,108.9,95.1,69.3,-0.043,73.4,0.2339999999999999,0.3389999999999999,0.684,0.284,0.316,0.687,14.4,15.7,67.7,0.309,0.292,0.313,0.684,13.6,17.7,72.9
2015,Oklahoma St,2015Oklahoma St,9,1,0,0,0,0,0,0,0,14.92,111.8,96.8,63.3,-0.045,66.7,0.313,0.346,0.73,0.389,0.246,0.695,12.0,19.2,63.4,0.3429999999999999,0.322,0.305,0.754,13.6,18.2,66.3
2015,Purdue,2015Purdue,9,1,0,0,0,0,0,0,0,13.96,110.9,97.0,64.3,-0.006,69.9,0.246,0.327,0.6829999999999999,0.324,0.352,0.728,13.1,18.9,64.6,0.351,0.305,0.272,0.648,11.6,20.1,67.7
2015,St Johns,2015St Johns,9,1,0,0,0,0,0,0,0,13.7,110.7,97.0,66.7,0.05,70.3,0.256,0.345,0.69,0.304,0.256,0.6729999999999999,10.6,17.7,67.5,0.326,0.355,0.327,0.7440000000000001,13.2,18.4,69.6
2015,Davidson,2015Davidson,10,1,0,0,0,0,0,0,0,15.0,119.7,104.7,66.7,0.056,78.3,0.405,0.387,0.696,0.456,0.282,0.706,9.5,18.6,69.5,0.3,0.327,0.294,0.718,11.5,17.8,68.8
2015,Georgia,2015Georgia,10,1,0,0,0,0,0,0,0,15.09,109.6,94.5,64.1,0.001,68.2,0.245,0.342,0.6920000000000001,0.311,0.305,0.745,12.8,18.4,64.4,0.312,0.353,0.255,0.695,11.1,20.6,68.1
2015,Indiana,2015Indiana,10,1,0,0,0,0,0,0,0,13.83,119.8,106.0,66.6,-0.044,77.4,0.363,0.406,0.7190000000000001,0.395,0.3289999999999999,0.7090000000000001,11.5,17.7,71.7,0.325,0.304,0.291,0.6709999999999999,10.7,18.3,68.9
